investigation_type,accident_number,event_date,location,country,injury_severity,aircraft_damage,aircraft_category,make,model,amateur_built,number_of_engines,engine_type,far_description,purpose_of_flight,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,Year,total_passengers,fatal_serious_injuries,fatal_serious_fraction,make_model
Accident,DEN06CA073,2006-05-07,"CODY, WY",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,No,1.0,Reciprocating,Part 91: General Aviation,Business,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Piper PA-18-150
Accident,CHI06CA134,2006-05-07,"GRAYSLAKE, IL",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Piper PA-28-161
Accident,ANC06CA050,2006-05-07,"CHICKALOON, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,170B,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Cessna 170B
Accident,LAX06CA165,2006-05-07,"Green Valley, AZ",United States,Non-Fatal,Destroyed,Airplane,Cessna,150M,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,2.0,0.0,VMC,2006,2.0,0.0,0.0,Cessna 150M
Accident,DFW06CA120,2006-05-08,"LEVELLAND, TX",United States,Non-Fatal,Substantial,Airplane,Cessna,150L,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,1.0,0.0,VMC,2006,1.0,0.0,0.0,Cessna 150L
Accident,DEN06CA074,2006-05-08,"FORT BRIDGER, WY",United States,Non-Fatal,Substantial,Airplane,Cessna,182Q,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 182Q
Accident,NYC06CA113,2006-05-10,"ALLENTOWN, PA",United States,Non-Fatal,Substantial,Airplane,Cessna,310C,No,2.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Cessna 310C
Accident,ANC06CA052,2006-05-10,"ILIAMNA, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18,No,1.0,Reciprocating,Part 91: General Aviation,Business,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Piper PA-18
Accident,LAX06CA168,2006-05-11,"YUBA CITY, CA",United States,Non-Fatal,Substantial,Airplane,Grumman,G-164A,No,1.0,Reciprocating,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Grumman G-164A
Accident,CHI06CA129,2006-05-11,"DONGOLA, IL",United States,Non-Fatal,Substantial,Airplane,Piper,PA-30,No,2.0,Reciprocating,Part 91: General Aviation,Business,0.0,0.0,0.0,3.0,VMC,2006,3.0,0.0,0.0,Piper PA-30
Accident,DFW06CA125,2006-05-13,"GEORGETOWN, TX",United States,Non-Fatal,Substantial,Airplane,Bellanca,17-A30,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Bellanca 17-A30
Accident,NYC06CA116,2006-05-14,"LOUISVILLE, KY",United States,Non-Fatal,Substantial,Airplane,Cessna,172S,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 172S
Accident,LAX06CA171,2006-05-14,"LONG BEACH, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,320,No,2.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 320
Accident,DFW06CA126,2006-05-14,"PARIS, TX",United States,Non-Fatal,Substantial,Airplane,Piper,J3C-65,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,1.0,1.0,VMC,2006,2.0,0.0,0.0,Piper J3C-65
Accident,DEN06CA078,2006-05-14,"ENGLEWOOD, CO",United States,Non-Fatal,Substantial,Airplane,Aviat,A-1A,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Aviat A-1A
Accident,ANC06CA053,2006-05-14,"AKIACHAK, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,207,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,,0.0,0.0,0.0,3.0,VMC,2006,3.0,0.0,0.0,Cessna 207
Accident,MIA06CA111,2006-05-16,"ORMOND BEACH, FL",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Piper PA-28-161
Accident,ATL06CA080,2006-05-16,"MURFREESBORO, TN",United States,Non-Fatal,Substantial,Airplane,Cessna,525,No,2.0,Turbo Fan,Part 91: General Aviation,Business,0.0,0.0,0.0,7.0,VMC,2006,7.0,0.0,0.0,Cessna 525
Accident,SEA06CA099,2006-05-17,"KLAMATH FALLS, OR",United States,Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,1.0,0.0,VMC,2006,1.0,0.0,0.0,Cessna 152
Accident,DEN06CA077,2006-05-17,"ALBUQUERQUE, NM",United States,Non-Fatal,Substantial,Airplane,Cessna,R172E (T-41C),No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna R172E (T-41C)
Accident,LAX06CA177,2006-05-18,"TUCSON, AZ",United States,Non-Fatal,Substantial,Airplane,Cessna,150M,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Cessna 150M
Accident,LAX06CA174,2006-05-18,"MADERA, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,172S,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 172S
Accident,DFW06LA130B,2006-05-18,"DEWITT, AR",United States,Fatal(1),Substantial,Airplane,Ayres,S2R,No,1.0,Turbo Prop,Part 137: Agricultural,Aerial Application,1.0,1.0,0.0,0.0,VMC,2006,2.0,2.0,1.0,Ayres S2R
Accident,DFW06LA130A,2006-05-18,"DEWITT, AR",United States,Fatal(1),Substantial,Airplane,Grumman,G-164A,No,1.0,Turbo Prop,Part 137: Agricultural,Aerial Application,1.0,1.0,0.0,0.0,VMC,2006,2.0,2.0,1.0,Grumman G-164A
Accident,DFW06CA128,2006-05-18,"GREENVILLE, MS",United States,Non-Fatal,Substantial,Airplane,Beechcraft,BE33,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Beechcraft BE33
Accident,ATL06CA081,2006-05-18,"MURFREESBORO, TN",United States,Non-Fatal,Substantial,Airplane,Piper,PA28-140,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Piper PA28-140
Accident,ANC06CA055,2006-05-18,"PERRY, FL",United States,Non-Fatal,Substantial,Airplane,Rockwell International,S-2R,No,1.0,Turbo Prop,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Rockwell International S-2R
Accident,LAX06CA176,2006-05-19,"CARSON CITY, NV",United States,Non-Fatal,Substantial,Airplane,Piper,PA-24-250,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Piper PA-24-250
Accident,DFW06CA133,2006-05-19,"LA PORTE, TX",United States,Non-Fatal,Substantial,Airplane,Piper,PA-38-112,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,1.0,0.0,VMC,2006,1.0,0.0,0.0,Piper PA-38-112
Accident,DFW06CA137,2006-05-19,"Winchester, AR",United States,Non-Fatal,Destroyed,Airplane,Ayres,S2R-T34,No,1.0,Turbo Prop,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Ayres S2R-T34
Accident,SEA06CA103,2006-05-20,"HAMILTON, MT",United States,Non-Fatal,Substantial,Airplane,Cessna,172M,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,4.0,VMC,2006,4.0,0.0,0.0,Cessna 172M
Accident,LAX06CA179,2006-05-20,"COLUMBIA, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,A185F,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Cessna A185F
Accident,DFW06CA132,2006-05-20,"MARIETTA, OK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,2.0,2.0,VMC,2006,4.0,0.0,0.0,Piper PA-28-161
Accident,DFW06CA131,2006-05-20,"ARDMORE, OK",United States,Non-Fatal,Substantial,Airplane,Cessna,150M,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 150M
Accident,ATL06CA082,2006-05-20,"CROSSVILLE, TN",United States,Non-Fatal,Substantial,Airplane,Ercoupe,415C,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,1.0,0.0,VMC,2006,1.0,0.0,0.0,Ercoupe 415C
Accident,SEA06CA106,2006-05-21,"WEST GLACIER, MT",United States,Non-Fatal,Substantial,Airplane,Cessna,170B,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,3.0,VMC,2006,3.0,0.0,0.0,Cessna 170B
Accident,DFW06CA134,2006-05-21,"WESLACO, TX",United States,Non-Fatal,Substantial,Airplane,Cessna,P210N,No,1.0,Reciprocating,Part 91: General Aviation,Ferry,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna P210N
Accident,NYC06CA105,2006-05-23,"LACONIA, NH",United States,Non-Fatal,Substantial,Airplane,Piper,PA-32-260,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,3.0,VMC,2006,3.0,0.0,0.0,Piper PA-32-260
Accident,DFW06CA138,2006-05-23,"MELBOURNE, AR",United States,Non-Fatal,Substantial,Airplane,Maule,MX-7-180B,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Maule MX-7-180B
Accident,CHI06CA135,2006-05-23,"INDIANAPOLIS, IN",United States,Non-Fatal,Substantial,Airplane,Cessna,172SP,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 172SP
Accident,ATL06CA084,2006-05-23,"LEXINGTON, TN",United States,Non-Fatal,Substantial,Airplane,Cessna,172L,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 172L
Accident,ANC06CA061,2006-05-23,"HOLLYWOOD, FL",United States,Non-Fatal,Substantial,Airplane,Piper,J-3,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Piper J-3
Accident,ANC06CA060,2006-05-23,"STERLING, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,180,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 180
Accident,NYC06CA120,2006-05-24,"TANGIER ISLAND, VA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-280,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,3.0,VMC,2006,3.0,0.0,0.0,Piper PA-28-280
Accident,LAX06CA181,2006-05-24,"BUCKEYE, AZ",United States,Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Cessna 152
Accident,ANC06CA062,2006-05-25,"ANCHORAGE, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,180,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 180
Accident,ANC06CA063,2006-05-26,"WILLOW, AK",United States,Non-Fatal,Substantial,Airplane,Grumman,G-44,No,2.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Grumman G-44
Accident,DFW06CA143,2006-05-27,"JUSTIN, TX",United States,Non-Fatal,Substantial,Airplane,Taylorcraft,BC12-D,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Taylorcraft BC12-D
Accident,ATL06CA087,2006-05-27,"BREVARD, NC",United States,Non-Fatal,Substantial,Airplane,Beechcraft,B36TC,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,2.0,0.0,VMC,2006,2.0,0.0,0.0,Beechcraft B36TC
Accident,ANC06CA065,2006-05-28,"WASILLA, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-12,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Piper PA-12
Incident,ENG06WA041,2006-05-28,"Dubai, United Arab Emirates, United Arab Emirates",United Arab Emirates,Incident,Minor,Airplane,Airbus,A330,,2.0,Turbo Fan,"Non-U.S., Commercial",,0.0,0.0,0.0,221.0,,2006,221.0,0.0,0.0,Airbus A330
Accident,DEN06CA079,2006-05-29,"SANTA FE, NM",United States,Non-Fatal,Substantial,Airplane,Cessna,T210N,No,1.0,Reciprocating,Part 91: General Aviation,Unknown,0.0,1.0,0.0,0.0,VMC,2006,1.0,1.0,1.0,Cessna T210N
Accident,NYC06CA158,2006-05-29,"SOUTH HILL, VA",United States,Non-Fatal,Substantial,Airplane,Boeing,A75N1,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Boeing A75N1
Accident,NYC06CA141,2006-05-29,"MOUNT POCONO, PA",United States,Non-Fatal,Substantial,Airplane,Maule,M-5-180C,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Maule M-5-180C
Accident,NYC06CA126,2006-05-29,"OLD TOWN, ME",United States,Non-Fatal,Substantial,Airplane,Piper,J3C,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Piper J3C
Accident,DFW06CA146,2006-05-29,"TUCKERMAN, AR",United States,Non-Fatal,Substantial,Airplane,Air Tractor,AT-802,No,1.0,Turbo Prop,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Air Tractor AT-802
Accident,DFW06CA144,2006-05-29,"WICHITA FALLS, TX",United States,Non-Fatal,Substantial,Airplane,Mooney,M20J,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,4.0,VMC,2006,4.0,0.0,0.0,Mooney M20J
Accident,ATL06CA088,2006-05-29,"GADSDEN, AL",United States,Non-Fatal,Substantial,Airplane,Bellanca,7ECA,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Bellanca 7ECA
Accident,SEA06CA108,2006-05-30,"BOUNTIFUL, UT",United States,Non-Fatal,Substantial,Airplane,Grumman,AA-1B,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,1.0,0.0,VMC,2006,1.0,0.0,0.0,Grumman AA-1B
Accident,MIA06CA113,2006-05-30,"KISSIMMEE, FL",United States,Non-Fatal,Substantial,Airplane,Cessna,172R,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 172R
Accident,DFW06CA158,2006-06-01,"CHILDRESS, TX",United States,Non-Fatal,Substantial,Airplane,Ayres,S2R-600,No,1.0,Reciprocating,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Ayres S2R-600
Accident,DFW06CA149,2006-06-01,"GARDEN CITY, TX",United States,Non-Fatal,Substantial,Airplane,Air Tractor,AT-401,No,1.0,Reciprocating,Part 91: General Aviation,Flight Test,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Air Tractor AT-401
Accident,DEN06CA081,2006-06-01,"DIGHTON, KS",United States,Non-Fatal,Substantial,Airplane,Grumman,G-164B,No,1.0,Reciprocating,Part 137: Agricultural,Aerial Application,0.0,0.0,1.0,0.0,VMC,2006,1.0,0.0,0.0,Grumman G-164B
Accident,SEA06CA136,2006-06-02,"STANLEY, ID",United States,Non-Fatal,Substantial,Airplane,Cessna,206G,No,1.0,Reciprocating,Part 91: General Aviation,Business,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 206G
Accident,SEA06CA117,2006-06-02,"GRAND VIEW, ID",United States,Non-Fatal,Substantial,Airplane,Ayres,S-2R,No,1.0,Turbo Prop,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Ayres S-2R
Accident,LAX06CA194,2006-06-02,"JEAN, NV",United States,Non-Fatal,Substantial,Airplane,Cessna,T207A,No,1.0,Reciprocating,Part 91: General Aviation,Skydiving,0.0,0.0,0.0,7.0,VMC,2006,7.0,0.0,0.0,Cessna T207A
Accident,DFW06CA153,2006-06-02,"MENA, AR",United States,Non-Fatal,Substantial,Airplane,Piper,PA-23-250,No,2.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Piper PA-23-250
Accident,DFW06CA150,2006-06-02,"Alex, OK",United States,Non-Fatal,Destroyed,Airplane,Grumman,G-164B,No,1.0,Reciprocating,Part 137: Agricultural,Aerial Application,0.0,1.0,0.0,0.0,VMC,2006,1.0,1.0,1.0,Grumman G-164B
Accident,SEA06CA111,2006-06-03,"AMERICAN FALLS, ID",United States,Non-Fatal,Substantial,Airplane,North American,SNJ-6,No,1.0,Reciprocating,Part 91: General Aviation,Ferry,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,North American SNJ-6
Accident,LAX06CA193,2006-06-03,"GUALALA, CA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-32R-301T,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,3.0,VMC,2006,3.0,0.0,0.0,Piper PA-32R-301T
Accident,DFW06CA152,2006-06-03,"VICTORIA, TX",United States,Non-Fatal,Substantial,Airplane,Air Tractor,AT-401,No,1.0,Reciprocating,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Air Tractor AT-401
Accident,LAX06CA191,2006-06-04,"ALPINE, CA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28R-200,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Piper PA-28R-200
Accident,DEN06CA082,2006-06-04,"ALBUQUERQUE, NM",United States,Non-Fatal,Substantial,Airplane,Cessna,182R,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 182R
Accident,DCA06RA042,2006-06-04,"MANAGUA, NICARAGUA",Nicaragua,Non-Fatal,Substantial,Airplane,McDonnell Douglas,DC10-10F,No,,,Part 121: Air Carrier,,0.0,0.0,0.0,3.0,,2006,3.0,0.0,0.0,McDonnell Douglas DC10-10F
Accident,SEA06CA113,2006-06-06,"SALT LAKE CITY, UT",United States,Non-Fatal,Substantial,Airplane,Piper,PA-20,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Piper PA-20
Accident,NYC06CA140,2006-06-06,"TURNER, ME",United States,Non-Fatal,Substantial,Airplane,Cessna,A185E,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna A185E
Accident,DFW06CA155,2006-06-06,"MINTURN, AR",United States,Non-Fatal,Substantial,Airplane,Air Tractor,AT-502,No,1.0,Turbo Prop,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Air Tractor AT-502
Accident,CHI06CA140,2006-06-06,"JACKSON, MI",United States,Non-Fatal,Substantial,Airplane,Piper,PA-32RT-300,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Piper PA-32RT-300
Accident,ATL06CA089,2006-06-06,"BANNER ELK, NC",United States,Non-Fatal,Substantial,Airplane,Mooney,M20M,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,1.0,0.0,VMC,2006,1.0,0.0,0.0,Mooney M20M
Accident,DCA06WA049,2006-06-07,"RIO NEGRO, COLOMBIA",Colombia,Non-Fatal,Substantial,Airplane,Boeing,747-200,No,,,Part 121: Air Carrier,,0.0,0.0,0.0,6.0,,2006,6.0,0.0,0.0,Boeing 747-200
Accident,LAX06CA199,2006-06-08,"FRESNO, CA",United States,Non-Fatal,Substantial,Airplane,Mooney,M20K,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Mooney M20K
Accident,DFW06CA166,2006-06-09,"DURANT, OK",United States,Non-Fatal,Substantial,Airplane,Cessna,172A,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 172A
Accident,CHI06CA153,2006-06-09,"COOPERSTOWN, ND",United States,Non-Fatal,Substantial,Airplane,Cessna,R182,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,3.0,VMC,2006,3.0,0.0,0.0,Cessna R182
Accident,CHI06CA151,2006-06-09,"ATHENS, OH",United States,Non-Fatal,Substantial,Airplane,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 172N
Accident,LAX06CA208,2006-06-10,"FLAGSTAFF, AZ",United States,Non-Fatal,Substantial,Airplane,Cessna,210B,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Cessna 210B
Accident,DFW06CA160,2006-06-10,"BROWNWOOD, TX",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-151,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,1.0,1.0,0.0,VMC,2006,2.0,1.0,0.5,Piper PA-28-151
Accident,DFW06CA165,2006-06-12,"LAWTON, OK",United States,Non-Fatal,Substantial,Airplane,Cessna,210,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 210
Accident,DEN06CA087,2006-06-12,"ANTONITO, CO",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-150,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Piper PA-28-150
Accident,ATL06CA092,2006-06-13,"SHELBY, NC",United States,Non-Fatal,Substantial,Airplane,Cessna,150M,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 150M
Accident,DEN06CA089,2006-06-14,"ALAMOSA, CO",United States,Non-Fatal,Substantial,Airplane,Cessna,TU206G,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,4.0,VMC,2006,4.0,0.0,0.0,Cessna TU206G
Accident,ANC06CA071,2006-06-14,"ANCHORAGE, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,185F,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 185F
Accident,NYC06CA153,2006-06-16,"SOUTH BOSTON, VA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-22-108,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Piper PA-22-108
Accident,NYC06CA152,2006-06-17,"BEVERLY, MA",United States,Non-Fatal,Substantial,Airplane,Cessna,182F,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Cessna 182F
Accident,NYC06CA148,2006-06-17,"PARMA, NY",United States,Non-Fatal,Substantial,Airplane,Taylorcraft,DC-65,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,1.0,1.0,0.0,VMC,2006,2.0,1.0,0.5,Taylorcraft DC-65
Accident,SEA06CA120,2006-06-18,"GREAT FALLS, MT",United States,Non-Fatal,Substantial,Airplane,Cessna,180,No,1.0,Reciprocating,Part 91: General Aviation,Unknown,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Cessna 180
Accident,SEA06CA122,2006-06-18,"SHELTON, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,150K,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,1.0,1.0,VMC,2006,2.0,0.0,0.0,Cessna 150K
Accident,NYC06CA149,2006-06-18,"LOUISVILLE, KY",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Piper PA-28-140
Accident,CHI06CA159,2006-06-18,"NEBRASKA CITY, NE",United States,Non-Fatal,Substantial,Airplane,Piper,PA-22-135,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,1.0,1.0,VMC,2006,2.0,0.0,0.0,Piper PA-22-135
Accident,DFW06CA162,2006-06-19,"COUPLAND, TX",United States,Non-Fatal,Substantial,Airplane,Cessna,182L,No,1.0,Reciprocating,Part 91: General Aviation,Skydiving,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 182L
Accident,CHI06CA156,2006-06-19,"COOPERSTOWN, ND",United States,Non-Fatal,Substantial,Airplane,Cessna,182N,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 182N
Accident,DFW06CA164,2006-06-20,"MARIETTA, OK",United States,Non-Fatal,Substantial,Airplane,Cessna,172F,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,1.0,1.0,0.0,VMC,2006,2.0,1.0,0.5,Cessna 172F
Accident,NYC06CA159,2006-06-21,"WHITE PLAINS, NY",United States,Non-Fatal,Substantial,Airplane,Cessna,172S,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 172S
Accident,LAX06CA209,2006-06-22,"CONCORD, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 152
